2987.62202758,2570510.57385300,2553465.34298811,35.86747200,6.95510300,9.76239800
2987.64245976,2585254.14123500,2568767.13979555,36.99329600,7.00842900,9.77647200
2987.66289205,2594603.76538100,2572164.08264430,36.16893800,7.06094000,9.78431900
2987.68332413,2595699.81591800,2580519.40297026,36.22678200,7.11330500,9.78116000
2987.70375631,2596079.18399000,2580089.29873270,35.86363000,7.16297400,9.78885800
2987.72418859,2596026.47357200,2579954.08007978,36.08958200,7.22213200,9.80459200
2987.74462067,2595327.49218800,2579505.27084120,37.19467700,7.27895200,9.81507800
2987.78548514,2591981.92886400,2576966.15851120,36.18720600,6.72977100,9.70054300
2987.80591731,2591657.85952800,2577962.97284244,35.86847700,6.77475200,9.71739500
2987.82634949,2584002.29217500,2570405.65379711,35.88652800,6.82671600,9.74325800
2987.84678167,2586400.79315200,2573935.29413466,36.97511700,6.88472500,9.76735400
2987.86721385,2593449.98898300,2584512.84423850,38.08436800,6.93994000,9.78857400
2987.88764603,2596316.50344800,2585445.84992903,37.64667700,6.99445000,9.79829700
2987.90807820,2596255.60015900,2584202.52564534,36.97731800,7.05138900,9.80098800
2987.92851038,2596118.61431900,2584215.09862090,36.65203300,7.11295800,9.79945800
2987.94894256,2596046.65033000,2584227.42963667,35.47278200,7.17049700,9.81268600
2987.96937473,2595463.28543100,2584880.15322806,35.80839300,7.22991500,9.82736200
2987.98980681,2594297.23278800,2583523.12723515,35.90145100,7.28700400,9.83656000
2988.03067125,2595617.57299800,2583605.25359668,36.12260800,6.69784200,9.70730400
2988.05110353,2595948.37698400,2585495.30989997,36.12531300,6.75249900,9.73194700
2988.07153560,2596000.25460800,2585223.08121294,36.40622300,6.80765300,9.75109800
2988.09196777,2595883.68673700,2586442.56365790,37.46756900,6.86022500,9.77541800
2988.11240004,2596012.14660600,2585176.31296080,36.59319500,6.89909900,9.79146900
2988.13283212,2596096.18722500,2587730.92780211,37.36666500,6.95097200,9.80740500
2988.15326429,2596135.35421800,2587924.03480328,36.87319200,7.00898900,9.81732600
2988.17369656,2596192.47491500,2588040.57153045,37.21352200,7.06933400,9.81528100
2988.54147553,2596131.80389400,2589816.76721234,38.21906100,7.21030700,9.85061700
2988.56190769,2595067.03997800,2589244.50053107,37.92448800,7.26678500,9.86071500
2988.58233994,2594253.06811500,2587003.52736191,37.38166000,7.32192500,9.87812600
2988.60277200,2592691.89013700,2586604.40785286,39.73608000,7.37453000,9.90447300
2988.62320416,2590892.72732500,2586425.49560342,38.99804300,7.42476200,9.92858500
2988.64363632,2589073.27890000,2587492.72090679,38.13167400,7.47313700,9.94899700
2988.68450073,2584174.14282200,2589158.43486778,39.62832100,7.57228000,9.98482900
2988.76622926,2594592.35745200,2588546.89438540,36.52806300,6.83287900,9.78387200
2988.78666141,2594755.23010300,2588385.70074911,37.90523700,6.88956400,9.80748000
2988.80709366,2594514.76834100,2588983.95045630,38.46292500,6.94298400,9.82925000
2988.82752582,2594486.74276700,2589059.65569687,36.78726000,6.99662900,9.83796700
2988.84795787,2594250.11895800,2588805.38383859,37.51138500,7.05015900,9.83520100
2988.86839012,2593993.62265000,2587872.12380570,36.21005100,7.10608900,9.83903700
2988.88882227,2593692.18597400,2590211.09959376,37.50232700,7.16189800,9.85520400
2988.90925432,2593115.18206800,2590595.21560633,37.11656000,7.22104000,9.87079500
2988.92968657,2592317.55987500,2588981.24724988,36.64839900,7.27679100,9.88122700
2988.95011872,2591620.07653800,2588153.31523843,36.44292800,7.33265000,9.90380000
2988.97055077,2590264.78100600,2588426.06269955,39.76166000,7.38579700,9.93096100
2989.01141517,2590629.84518400,2586420.28220442,35.73093600,6.53744600,9.65195200
2989.03184722,2591931.45993000,2588497.47392843,36.10610600,6.58785800,9.69247600
2989.05227947,2592675.75116000,2587928.88901761,36.14517200,6.63491300,9.71913000
2989.07271161,2592806.94018600,2589131.51621364,37.30439600,6.67449500,9.74364900
2989.09314366,2593481.39981100,2589478.59075709,37.67579700,6.71962000,9.76305200
2989.11357591,2594003.25174000,2589876.51616770,36.55110700,6.77373900,9.77809500
2989.13400805,2594479.62442000,2587978.33303323,38.32565900,6.83387300,9.79426000
2989.15444030,2594508.32626300,2589281.22888234,36.74086200,6.88878100,9.81645900
2989.17487234,2594386.73522900,2590130.09362125,37.90634000,6.94255700,9.83241400
2989.19530448,2594135.80899000,2589106.53367377,37.26313800,6.99234300,9.83879100
2989.21573673,2593924.22586100,2588707.92876038,36.56158400,7.04364900,9.83418200
2989.23616877,2593797.15597500,2587527.83551965,37.96479800,7.09644300,9.83547300
2989.25660091,2593421.01736500,2586476.96017907,37.91100300,7.14832700,9.84727300
2989.27703315,2592625.64315800,2590647.31515425,37.37790900,7.19627600,9.86120200
2989.29746529,2591720.59118700,2588599.67450360,36.79775800,7.24749100,9.86847900
2989.31789733,2590719.70303300,2586670.82451195,37.75716000,7.30823000,9.88498700
2989.33832957,2589648.86117600,2586176.97054297,38.76464700,7.35843800,9.91100000
2989.35876171,2588072.10821500,2585375.23069394,39.06974600,7.40469100,9.93193400
2989.37919375,2586010.57046500,2585956.27336155,40.43156100,7.45576300,9.95225800
2989.39962599,2583336.76861600,2585720.31437075,40.34602700,7.50692000,9.96821100
2989.42005803,2580752.16696200,2585798.03428592,39.70813800,7.55830500,9.98595000
2989.50178658,2592931.46829200,2589074.45711229,38.13581300,6.92432100,9.82837800
2989.52221881,2592830.75293000,2587777.86247473,37.94672800,6.96365900,9.84236700
2989.54265085,2593151.36526500,2587699.49390779,38.49121700,7.00995800,9.84502200
